Level,Name,Type,Rev,Description,State,U of M,Qty,Item Number,Product Line,General Notes,Legacy Item Number,Project,Usage,Document Usage,parent_name
4,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102841977
4,CSP-99,Coating Specifications,BB,APPLICATION OF RUST PREVENTATIVES,Released,,"=""0.0""",,CSAD,ENTIRE PART,,MatEng,,Reference Document,102841977
4,102836285,Part SLB,AB,"TEST FIXTURE OUTER SLEEVE, FOR COILED SPRING PIN (.156 DIAMETER), 41XX (110)",Released,EA - Each,1.0,"=""0001""",CP86,,"=""001""",HV Completions - CPU,Uses,,102841977
5,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102836285
5,MDS-6,Material Specification List,AP,"MDS-6,4130/4140/4145, 110 KSI YS",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102836285
5,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102836285
5,102836263,ProE Drawing,AA,"TEST FIXTURE OUTER SLEEVE, FOR COILED SPRING PIN (.156 DIAMETER)",Released,,"=""0.0""",,!TBD,,,HV Completions - CPU,,Described By,102836285
4,102836288,Part SLB,AB,"TEST FIXTURE INNER SLEEVE, FOR COILED SPRING PIN (.125 & .156 DIAMETER), 41XX (110)",Released,EA - Each,1.0,"=""0002""",CP86,,"=""002""",HV Completions - CPU,Uses,,102841977
5,102836265,ProE Drawing,AA,"TEST FIXTURE INNER SLEEVE, FOR COILED SPRING PIN (.125 & .156 DIAMETER)",Released,,"=""0.0""",,!TBD,,,HV Completions - CPU,,Described By,102836288
5,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102836288
5,MDS-6,Material Specification List,AP,"MDS-6,4130/4140/4145, 110 KSI YS",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102836288
5,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102836288
2,100511888,Screw Machine-Bolt,AB,"SCREW, SKT HD CAP 5/16-18 X 1/4 ALLOY STL/12.9  ASME B18.3",Released,EA - Each,10.0,"=""0033""",AF85,,"=""033""",CoSeG-Mech,Uses,,103118246
3,100715206,Material Spec,AD,"STEEL FOR SOCKET HEAD CAP SCREWS ASTM A574 / ISO 12,9",Released,,"=""0.0""",,CXXD,,,OFS_MATERIALS,,Reference Document,100511888
2,102024260,Part SLB,AD,"SPRING, SLIP, 9-5/8 BluePack ESP, SST",Released,EA - Each,5.0,"=""0034""",CP86,,"=""034""",HV Completions - CPU,Uses,,103118246
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,TAG AND BAG,,CPS_QA2,,Reference Document,102024260
3,102024281,ProE Drawing,AB,"SPRING, SLIP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Reference Document,102024260
2,102036625,Part SLB,AB,"SLIP, 7 BluePack ESP (23-26), 8620",Released,EA - Each,5.0,"=""0035""",CP86,,"=""035""",HV Completions - CPU,Uses,,103118246
3,MDS-11,Material Specification List,AB,"MDS-11, 8620, CARBURIZED",Released,,"=""0.0""",,CPH6,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102036625
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102036625
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102036625
3,CHTS-26.13-10,Heat Treat Specifications,AV,Carburizing AISI 8620 Steel With Sacrificial Test Piece,Released,,"=""0.0""",,CPHD,"CARBURIZE TEETH (TOP SURFACE) ONLY, MASK ALL OTHER SURFACES.",,MatEng,,Reference Document,102036625
3,102036680,ProE Drawing,AA,"SLIP, 7 BluePack ESP (23-26)",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102036625
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102036625
2,102036623,Part SLB,AC,"CONE, LOWER, 7 BluePack ESP, 41XX (110)",Released,EA - Each,1.0,"=""0036""",CP86,,"=""036""",HV Completions - CPU,Uses,,103118246
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102036623
3,102036678,ProE Drawing,AC,"CONE, LOWER, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102036623
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102036623
3,MDS-6,Material Specification List,AP,"MDS-6,4130/4140/4145, 110 KSI YS",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102036623
2,101884435,Screw Machine-Bolt,AD,"SCREW, SHEAR, 1/2-13 UNC - 2A X 5/8, BRONZE ALLOY, SHEAR VALUE (LBS) = 6,487 +/-10%",Released,EA - Each,12.0,"=""0037""",CP86,,"=""037""",HV Completions - CPU,Uses,,103118246
3,102714052,ProE Drawing,AB,"SCREW, SHEAR, 1/2-13 UNC - 2A X 5/8",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,101884435
3,CSP-142,General Spec,AM,CSP-142: SHEAR TEST PROCEDURE TO MANUFACTURE SHEAR SCREWS AND PINS,Released,,"=""0.0""",,CPHD,SHEAR TEST,,CPS_COMPLETIONS,,Reference Document,101884435
3,100120488,Material Specification List,AC,"MDS-239, BRONZE ALLOY 675",Released,,"=""0.0""",,GC26,MATERIAL SPECIFICATION,,CPS_QA1,,Reference Document,101884435
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,BAG AND TAG,,CPS_QA2,,Reference Document,101884435
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,101884435
2,102036648,Part SLB,AC,"RING, LOWER GAGE, 7 BluePack ESP (23-26), 41XX (80)",Released,EA - Each,1.0,"=""0038""",CP86,,"=""038""",HV Completions - CPU,Uses,,103118246
3,MDS-4,Material Specification List,AH,"MDS-4, 4130/4140/4145, L80 TYPE 1 EQUIVALENT",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102036648
3,102036699,ProE Drawing,AB,"RING, LOWER GAGE, 7 BluePack ESP (23-26)",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102036648
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102036648
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102036648
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102036648
2,102036649,Part SLB,AB,"RING, SPILT, 7 BluePack ESP, 41XX (80)",Released,EA - Each,1.0,"=""0039""",CP86,,"=""039""",HV Completions - CPU,Uses,,103118246
3,102036700,ProE Drawing,AA,"RING, SPILT 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102036649
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102036649
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102036649
3,MDS-4,Material Specification List,AH,"MDS-4, 4130/4140/4145, L80 TYPE 1 EQUIVALENT",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102036649
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102036649
2,102743352,Part SLB,AB,"RING, CONTOURED BACK-UP, #237 O-RING ROD SEAL, 3.5485 X 3.3255",Released,EA - Each,2.0,"=""0040""",CP86,,"=""040""",HV Completions - CPU,Uses,,103118246
3,CNMS-P4000,Elastomer and Plastic Specifications,AY,Glass Filled PEEK (Polyetheretherketone Polymer),Released,,"=""0.0""",,CPHD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102743352
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,TAG AND BAG,,CPS_QA2,,Reference Document,102743352
3,102743428,ProE Drawing,AA,"RING, CONTOURED BACK-UP, #237 O-RING ROD SEAL, 3.5485 X 3.3255",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102743352
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102743352
2,B034693,Seal-O-Ring-Quad-Ring-Etc.,AE,"O-RING, SZ 237, 3.359 ID X 0.139 W, AFLAS-90",Released,EA - Each,1.0,"=""0041""",WU35,,"=""041""",REDA_PUMPS,Uses,,103118246
3,100753768,Elastomer and Plastic Specifications,AB,"O-ring,  Aflas,  90 Durometer,  Seals Eastern, 7182B,  Unified specification",Released,,"=""0.0""",,CXXD,,,OFS_MATERIALS,,Reference Document,B034693
3,102924434,Instruction-Procedure,AC,RTST and RPS Supplier Requirements Document,Released,,"=""0.0""",,TT5D,,,QUALITY-SPT,,Reference Document,B034693
2,103127487,Part SLB,AA,"SUB, BOTTOM, 7 BluePack-MP-SPR (23-32), 718 (120), 3-1/2 (9.2) VAM TOP BOX, 8 X 1/4 NPT",Review,EA - Each,1.0,"=""0042""",CP86,,,HV Completions - CPU,Uses,,103118246
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,103127487
3,102933127,ProE Drawing,AB,"SUB, BOTTOM, 7 X 3-1/2 BluePack MP (23-32)",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,103127487
3,CSP-70,Coating Specifications,BC,"Process Application of Friction Reducing Film, Xylan 1425 - Unified Spec",Released,,"=""0.0""",,CSAD,"FLAG 70, STUB ACME THREAD, OVERSPRAY ALLOWED",,OFS_COATINGS,,Reference Document,103127487
3,CSP-83,Coating Specifications,BC,Connection Coatings For CAM-P And Premium Threads,Released,,"=""0.0""",,CXXD,"FLAG 83, PREMIUM THREAD ONLY",,MatEng,,Reference Document,103127487
3,MDS-34,Material Specification List,AK,"718, 120 KSI MIN YS",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,103127487
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,103127487
2,B003797,Screw Machine-Bolt,AC,"SCREW, SKT SET 1/4-20 X 3/8 CUP PT ALLOY STL/45H  ASME B18.3",Released,EA - Each,1.0,"=""0043""",AF85,,"=""043""",CoSeG-Mech,Uses,,103118246
3,100888833,Material Spec,AC,"Steel for Commercial Set Screws, ASTM F912 or ISO 898-5",Released,,"=""0.0""",,!TBD,,,OFS_MATERIALS,,Reference Document,B003797
2,44326-005-00001,Part SLB,AC,"FITTING,1/4 NMPT X 1/4 SWAGELOK (NO.SS-400-1-4BT)",Released,EA - Each,16.0,"=""0044""",CSA6,,"=""044""",ACG_PACKER_DEV,Uses,,103118246
2,100261623,Part SLB,AC,"LINE, CONTROL, 1/4 OD X 96 L",Released,EA - Each,"=""0.0""",8001,CPH6,QTY. 1.0 REQUIRED FOR DRIFT TEST,,CPS_COMPLETIONS,Mfg Equipment Process,,103118246
3,100049210D,ProE Drawing,AE,"LINE, CONTROL",Released,,"=""0.0""",,CPHD,,,CPS_COMPLETIONS,,Described By,100261623
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,BAG & TAG,,CPS_QA2,,Reference Document,100261623
2,87808-700-00005,Part SLB,"=""01""","BAR, DRIFT, 2.867 X 42.0 L, 4130 (80)",Released,EA - Each,"=""0.0""",8002,CPA6,QTY 1.0 REQ'D FOR DRIFT TEST,,ACG_PACKER_DEV,Mfg Equipment Process,,103118246
3,MDS-1,Material Specification List,AJ,"MDS-1, 4130/4140/4145 80 KSI  22 HRC MAX",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,87808-700-00005
3,CSP-86,Coating Specifications,AU,Ion Nitriding of Low Alloy and Stainless Steels,Released,,"=""0.0""",,CXXD,COAT ENTIRE LENGTH - OUTSIDE DIAMETER,,OFS_COATINGS,,Reference Document,87808-700-00005
3,87808-700,ProE Drawing,AF,"BAR, DRIFT, GENERIC",Released,,"=""0.0""",,!TBD,,,CPS_COMPLETIONS,,Described By,87808-700-00005
2,102008236,Part SLB,AB,"SPACER, BODY LOCK RING, 7 BluePack ESP, HDPE",Released,EA - Each,"=""0.0""",8003,CP86,"QTY 1, REQUIRED FOR ASSEMBLY",,HV Completions - CPU,Mfg Equipment Process,,103118246
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,BAG AND TAG,,CPS_QA2,,Reference Document,102008236
3,102036726,ProE Drawing,AB,"SPACER, BODY LOCK RING, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102008236
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102008236
3,103019566,Part SLB,AA,"HDPE POLYETHYLENE BAR, 1"" WIDE X 1/4"" THICK X 4 FEET LONG",Released,EA - Each,1.0,"=""0001""",CP86,,,HV Completions - CPU,Uses,,102008236
2,102743366,Part SLB,AB,"BAR, PISTON INSTALLATION, 7 BluePack ESP, DELRIN",Released,EA - Each,"=""0.0""",8004,CP86,"QTY 1, REQUIRED FOR ASSEMBLY",,HV Completions - CPU,Mfg Equipment Process,,103118246
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,BAG AND TAG,,CPS_QA2,,Reference Document,102743366
3,102743442,ProE Drawing,AA,"BAR, PISTON INSTALLATION, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102743366
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102743366
2,102722008,Part SLB,AB,"C-RING, ELEMENT INSTALLATION, 7 BluePack ESP, 41XX (80)",Released,EA - Each,"=""0.0""",8005,CP86,"QTY 2, REQUIRED FOR ASSEMBLY",,HV Completions - CPU,Mfg Equipment Process,,103118246
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP",,CPS_QA2,,Reference Document,102722008
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102722008
3,CHTS-24.40-01,Heat Treat Specifications,AL,"Carbon and Low Alloy Steels, Pre-Heat Treated, Stress Relieve For Machining",Released,,"=""0.0""",,CXXD,"PRIOR TO SPLITTING, STRESS RELIEVE PER CHTS-24.40-01",,MatEng,,Reference Document,102722008
3,MDS-4,Material Specification List,AH,"MDS-4, 4130/4140/4145, L80 TYPE 1 EQUIVALENT",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102722008
3,102722018,ProE Drawing,AA,"C-RING, ELEMENT INSTALLATION, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102722008
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102722008
2,102763903,Part SLB,AD,"CLAMP, ASSEMBLY HYDRO TEST, 7 BluePack ESP",Released,EA - Each,"=""0.0""",8006,CP87,QTY 1.0 REQ'D FOR HYDRO TEST,,HV Completions - CPU,Mfg Equipment Process,,103118246
3,CSP-99,Coating Specifications,BB,APPLICATION OF RUST PREVENTATIVES,Released,,"=""0.0""",,CSAD,ENTIRE ASSEMBLY,,MatEng,,Reference Document,102763903
3,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,STAMP,,CPS_QA2,,Reference Document,102763903
3,102775771,ProE Drawing,AA,"TEST CLAMP, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102763903
3,103092000,Instruction-Procedure,AB,COMPLETIONS SUPPLIER REQUIREMENTS,Released,,"=""0.0""",,CXXD,,,CLG_SUPPLY_CHAIN,,Reference Document,102763903
3,102036661,Part SLB,AD,"CLAMP, FAT, 7 BluePack ESP, 41XX (110)",Released,EA - Each,4.0,"=""0001""",CP86,1 EA CONTAIN A PAIR OF HALF RINGS AS SHOWN ON DRAWING,,HV Completions - CPU,Uses,,102763903
4,MDS-6,Material Specification List,AP,"MDS-6,4130/4140/4145, 110 KSI YS",Released,,"=""0.0""",,CXXD,MATERIAL SPECIFICATION,,MatEng,,Reference Document,102036661
4,MN-15,Instruction-Procedure,AZ,PRODUCT IDENTIFICATION,Released,,"=""0.0""",,CAAD,"FLAG 1, STAMP ON EACH SEGMENT",,CPS_QA2,,Reference Document,102036661
4,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,ENTIRE PART,,OFS_COATINGS,,Reference Document,102036661
4,102036711,ProE Drawing,AC,"CLAMP, FAT, 7 BluePack ESP",Released,,"=""0.0""",,CP8D,,,HV Completions - CPU,,Described By,102036661
3,599620000,Screw Machine-Bolt,AB,"BOLT, HEX 1/2-13 X 3-3/4 STL GR8 ZC PL, ASME_B18.2.1.",Released,EA - Each,8.0,"=""0002""",JB25,,,CoSeG-Mech,Uses,,102763903
4,100715205,Procurement Specification,AC,"SPECIFICATION, STEEL FOR SCREWS, ASME GR8 / ISO 10,9",Released,,"=""0.0""",,CXXD,,,OFS_MATERIALS,,Reference Document,599620000
3,B045284,Nut Lock-Non Lock,AA,"NUT, HEX, 1/2""-13 UNC, STL ZC GR8",Released,EA - Each,40.0,"=""0003""",WXL5,,,UNITS_SWPT,Uses,,102763903
3,B034369,Part SLB,AA,"THREADED ROD, 1/2-13 X  24"", ALLOY",Released,EA - Each,8.0,"=""0004""",AF85,,,ASL_GST,Uses,,102763903
2,88801-350-00001,Part SLB,"=""00""","TEST PLUG, 3-1/2"" 9.2# VAM TOP",Released,EA - Each,"=""0.0""",8007,!TBD,"QTY 2.0, REQUIRED FOR FAT",,ACG_PACKER_DEV,Mfg Equipment Process,,103118246
3,MDS-7,Material Specification List,AK,"MDS-7, 4140/4145, 125 KSI, 30-36 HRC",Released,,1.0,,NZ3D,,,SRC_WI_TOOLS,,Reference Document,88801-350-00001
3,CSP-16,Coating Specifications,BG,Zinc Phosphate for Low Alloy Steel and Carbon Steel - Unified Spec,Released,,"=""0.0""",,CSAD,,,OFS_COATINGS,,Reference Document,88801-350-00001
3,CSP-83,Coating Specifications,BC,Connection Coatings For CAM-P And Premium Threads,Released,,"=""0.0""",,CXXD,,,MatEng,,Reference Document,88801-350-00001
3,88801-350,Document SLB,AB,"3-1/2"" GENERIC TEST PLUG",Released,,"=""0.0""",,TE35,,,ACG_PACKER_DEV,,Described By,88801-350-00001
3,Z2419-5000-0000,Raw Material,"=""01""",4140  30-36 HRC,Released,FT - Foot,"=""0.859""","=""0010""",5999,,10,CPS_MATERIAL,Uses,,88801-350-00001
4,100030094,Metallic Material Specifications,AK,"***OBSOLETE, REPLACED BY D/N 100586205 *** CMS-Z24GK.0, 4140, Q&T, 125 KSI MIN YIELD STRENGTH",Released,,1.0,,GC2D,,,MatEng,,Reference Document,Z2419-5000-0000
2,44326-005-00001,Part SLB,AC,"FITTING,1/4 NMPT X 1/4 SWAGELOK (NO.SS-400-1-4BT)",Released,EA - Each,"=""0.0""",8008,CSA6,QTY 1.0 REQ'D FOR HYDRO TEST,,ACG_PACKER_DEV,Mfg Equipment Process,,103118246
2,101380130,Part SLB,AC,"PIPE PLUG 1/4"" MALE NPT, SS-4-P",Released,EA - Each,"=""0.0""",8009,CRH5,QTY 15.0 REQ'D FOR HYDRO TEST,,DIAM-LIBRARY,Mfg Equipment Process,,103118246
